receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
95446,09dfd5c1-50fb-48c2-998e-932bac29acc3,0.264,8.3,4,1,2
95449,f13a96bb-99b6-4039-8a7b-fced192bb456,0.682,12.5,5,1,2
95450,b5ad923e-8fb9-4880-a9fd-ec6e14627ced,0.279,17.5,5,1,2
95453,6d8d4678-3ea2-4428-be3c-f4e2b12953d7,0.519,0.9,3,1,2
95454,7eba9206-75a9-4771-a733-83d838ae7069,0.425,1.8,3,0,2
95457,29ad5c6d-ec8c-4371-9f42-871eccc96a04,0.612,23.3,3,0,2
95458,f98164f9-5489-4520-9c0c-60179e9526e2,0.983,3.8,2,0,2
95460,46617b9b-6d09-47ae-9aaa-7cd208d7a60f,0.135,1.1,8,0,2
95463,c800922b-6fb1-4495-b997-3ab21f746cf1,0.029,365.4,5,1,2
95464,3bfa013b-661b-4faf-a609-45cbecb2446d,0.127,178.3,7,1,2
95466,e94aa96b-fc96-4f7e-af7d-6648ac2a47d2,0.197,3.6,9,1,2
95467,fc9a566e-911b-46f5-bade-7381411164fb,0.304,7.1,5,1,2
95468,419aab9f-c1f4-4ca6-a570-7785eb1be1f4,0.204,3.9,5,1,2
95469,0087bd83-74c7-4f57-90b7-757c744d7eee,0.223,4.3,5,1,2
95470,c3767103-efc5-4f87-8bad-377ae2841141,0.417,3.2,4,1,2
95471,b9ed7575-c6cc-454c-b1c1-4732c4a1a201,0.387,0.2,4,1,2
95472,69de7cf1-f598-4de8-bbb3-ed1fdb6899c7,0.797,3.4,2,1,2
95473,f09b9c11-ca4e-433d-890f-425a1648d31d,0.714,18.7,2,1,2
95474,a895fb90-6054-4844-aa1a-3aef4c092da5,0.256,2.5,6,1,2
95475,df81657e-4377-41a4-9609-ea0ce87284f9,0.798,17.4,3,1,2
95476,ba298935-a32d-4202-9cc8-851a339b353f,0.282,3.6,4,0,2
95477,2f8d5471-cd32-4337-b500-32092df18b1d,0.955,3.4,2,0,2
95478,d3cf45e5-9b04-40fe-9141-f4e9d3d86ddb,1.000,201.5,2,1,2
95479,b46e56e2-96f4-40de-b79f-0b8748d78fe6,0.400,21.5,4,1,2
95480,7bd9ddde-daea-40d6-adc7-458cc5f2228d,0.509,24.3,3,1,2
95481,ce7a7ba3-7528-4d7e-a3c7-c3cad6a7565e,0.580,6.9,3,1,2
95482,7f302e79-a3ee-4264-8371-c6072853fc4e,0.555,4.5,3,1,2
95483,9cfbb264-272f-4aea-b04b-e592ffea9f38,0.969,1.6,2,1,2
95484,651555fe-a208-4444-af1d-81ae457c9687,0.772,6.6,2,1,2
95485,0c155717-6934-42d5-9d42-0a6aa4838d1f,0.315,22.0,5,0,2
95486,12d39df9-c5e2-44a3-84a0-e5110379de26,0.410,24.2,3,1,2
95487,955f0918-11b4-43b9-932a-8b7f775269ca,0.269,4.0,4,0,2
95488,5a364508-5fd9-43b8-99b5-4ed304d2d1cf,0.658,29.0,2,1,2
95489,4756bf81-e58d-4e0e-82d1-d17a37cf579d,0.357,5.0,3,1,2
95490,d6bf65e3-dbb8-4788-a277-b6a19a89b1ad,1.000,1.8,1,1,2
95492,03b63797-db90-4958-b37f-fff819512bb1,0.489,7.8,3,1,2
95493,08f7812b-f8ee-490c-a91a-9350f4033d8c,1.000,191.6,1,1,2
95494,802e7586-982f-4f47-8275-983d262a8b9f,0.485,8.8,3,1,2
95495,7c1470cf-8cdc-4991-a3ec-8b70ffb9e9de,0.257,3.8,4,0,2
95496,d3fcd486-94a1-45e4-8e76-d07f017dbb1a,0.542,2.0,4,1,2
95497,f40c55d5-9b02-45a1-9e57-e8662d18ab08,0.441,15.3,3,0,2
95498,dcd7921f-4517-4938-b753-d68c0ab23be4,0.649,125.3,2,1,2
95499,4c9b0ef7-e6e6-407f-bb81-6f2ef3f42b38,0.143,87.4,8,0,2
95500,314f34ad-c7f1-46b7-826f-7220cf056f43,0.204,1.6,10,1,2
95501,f8fb15bf-0b12-4c67-91d2-ea6cd6c3da6b,0.211,6.2,6,1,2
95502,e9d95725-e5a9-47c0-ab8b-0cf7a03ffb6c,0.344,8.9,6,0,2
95504,7bc0ce3c-bf2c-45a3-85e8-c852a1083e53,0.494,23.4,6,0,2
95505,59138b7b-62a7-4454-ac62-27e4aff01aa4,0.590,1.7,5,1,2
95507,6c47ff95-8265-41c0-aa1d-69f01d790988,0.948,26.4,3,0,2
95509,bdf43214-7a17-4a13-8053-2017864c84bc,0.363,1.0,5,1,2
95510,cbbcd596-a03f-4ebd-ab12-5b27abf77795,0.235,8.4,6,1,2
95511,df1406a9-a043-43f6-abbe-9c75c53bb080,0.389,0.2,3,0,2
95512,b5f41bfa-9d7c-41a5-a723-44677a191549,0.460,14.1,5,0,2
95513,2fcf5512-cbad-4dd1-a263-6e579296f497,0.209,6.9,6,1,2
95514,e07ca02e-a914-4ad0-bccf-9882a3d8d778,0.094,188.2,7,1,2
95515,c682a7ca-5e9a-4e06-ab8f-19f5db1bdf28,0.157,11.5,9,0,2
95516,722195f0-eb93-4cd7-a4d7-2e7d406e9e49,0.146,7.8,9,1,2
95517,5b74662a-4c49-4eec-ae18-91b7c0cb392e,0.339,21.6,4,1,2
95518,6c324026-c616-4ef3-9598-dafc745e7516,0.429,20.4,3,1,2
95520,bb80f8d3-e424-4318-a59f-d57e94f3132c,0.648,67.1,4,1,2
95521,a8afb223-08af-4757-a1a7-f00eba81e63d,0.432,11.8,6,0,2
95522,3c14b398-038c-43e1-a8f3-1c7849826fa1,0.336,118.1,4,1,2
95523,fcfbbbd9-ac80-44b9-8dd3-801794b596e6,0.340,91.0,4,1,2
95524,2d2af345-0fea-4b95-8f44-cf8e8d9351da,0.994,191.9,2,1,2
95525,3dae002f-c15f-4084-b981-cc32585dd39e,0.374,0.0,8,0,2
95526,9bf48f5b-648c-4f4b-b9e1-929d6ed7d0d2,0.320,25.6,6,1,2
95527,faa11eab-beef-4205-8628-edaf445d1530,0.462,0.1,3,1,2
95528,bf7debff-fcfd-4737-bebc-ee37a87d71ef,0.402,3.1,3,1,2
95529,63e02663-34be-43e9-a1b5-5d3698af428b,1.000,23.4,1,1,2
95530,2e3efe7d-5a9a-4da0-a397-65ee75272b20,0.420,20.0,4,1,2
95531,2722c288-0906-4b7d-9e1c-4c0afdb84982,0.332,11.9,6,1,2
95532,c625e096-20a1-4a4e-bc75-12dc6be89f85,0.290,12.0,5,1,2
95534,8674581f-cccf-433e-9b9c-56061072445c,0.374,2.3,3,0,2
95540,2a67ff7b-2814-410d-ada6-6e12c4023b5a,0.282,8.4,7,0,2
95541,345ca8e4-8f0c-4b6a-b257-417a234a5d39,0.221,5.7,7,1,2
95542,3f576757-2cae-4e68-848d-792497972473,0.209,8.0,5,0,2
95545,6afc6989-1734-46ec-8ce6-6a567db0c618,0.363,27.1,5,1,2
95546,14a4390e-0fd8-4126-baed-0a97e8cbd61f,0.272,1.1,6,1,2
95547,ffc5a542-29ca-4d56-94f5-9d9f3835f935,0.002,704.6,3,1,2
95548,88ed0723-0001-4599-9029-d093d2f8bd59,0.484,41.5,5,1,2
95549,75fc2159-da4b-4141-8c11-b8e2edfd4c27,0.509,0.4,5,1,2
95552,d9d2c64a-26e3-44ad-83ee-7850115cbb78,0.269,62.5,7,1,2
95553,1a38e784-1306-4bf7-9711-4f5e4adfc7ae,0.278,1.4,7,1,2
95554,733c204a-3433-4090-b550-939f2c71102d,0.303,19.1,5,1,2
95555,e790854a-facb-48f1-b6bd-7242c18228db,0.317,6.6,4,1,2
95558,836942d6-1fc0-40e8-8c8a-d8c14cd6bb2f,0.320,82.9,4,1,2
95559,cb401299-7e49-42de-b90b-889351401918,0.296,56.1,5,1,2
95560,ec4465b0-f2c4-4755-bf57-ac2b0b3c6dcf,0.189,4.3,8,0,2
95561,182b3907-5958-45e4-bcaf-d80612d48e6f,0.694,2.2,3,1,2
95564,7ac0717e-832f-4ac2-8901-c4df6e8224d3,0.359,2.4,4,1,2
95565,73a026fc-0390-4c69-9cc7-1d6fa2a3faf9,0.667,5.4,3,1,2
95566,9583a2c7-a4a9-487b-b012-f44e46c2504a,0.237,6.1,5,1,2
95569,dd76b053-e2d6-4b97-877e-e5af0373c375,0.287,1.4,6,1,2
95570,4b8cfd50-a046-4df7-97e8-60ac24f14f7b,0.382,2.4,5,1,2
95571,c4fad118-b6ec-4d5b-a4f6-934059994286,0.284,22.3,4,1,2
95577,9514cd42-f469-4b12-9913-4e58cd50a3df,0.552,20.4,4,1,2
95578,fa4e94c7-3bee-4121-b1ef-ac495e1a20ee,0.617,22.7,4,1,2
95579,871923f6-83a6-420a-a100-65ab4c3e8fec,0.454,22.8,3,1,2
95580,5e3ba476-4d4d-4260-8bd1-6798ef24f560,0.420,4.1,4,1,2
95581,03b05ff8-3d48-4d18-9734-782e5613157a,0.186,140.2,4,1,2
95585,18ea873e-2bf5-4162-8f07-403c5cd0ba81,1.000,163.3,1,1,2
95587,4d5a563a-8e29-4d2c-8415-4020867db2fc,0.506,5.9,2,0,2
95590,878787bb-ab6f-47e9-b998-794a3806ae22,0.172,13.7,6,1,2
95593,251d13ef-0d83-49d6-b5ec-9dbcaf08ddbd,0.969,14.5,2,1,2
95594,12920cd8-1ba2-4ce4-be88-c7136f573039,0.783,9.0,3,1,2
95595,f9db04f4-b2d4-4b6b-b6d9-53c3456b51ac,0.336,5.3,3,1,2
95596,d56df782-0a90-4ddd-bd3f-e147a9c3b15b,0.236,0.2,5,1,2
95597,2fa6d88f-2acb-4a1f-989d-aa5fc4d9eb6b,0.877,21.2,3,0,2
95598,7accbb13-657f-468f-b91a-ebf53d3ad829,0.517,0.7,2,1,2
95599,bc3dbcff-9077-4742-99d9-5df3bfd8ade3,0.899,119.4,3,1,2
95601,f8432431-9f39-422a-b54c-38fa5a764cea,0.383,5.0,5,0,2
95602,df4c6f33-5205-4586-8ca5-6e74699fda78,0.343,1.3,5,1,2
95603,089c5a50-a053-4d24-b2d8-e3545b8f7b22,0.995,11.7,2,1,2
95604,9c652e4e-637c-48ef-85b5-d51ff4aee7cb,0.871,56.8,2,0,2
95605,889c2851-9f71-485f-b47e-1920b71e29c2,0.357,2.3,3,0,2
95606,468adf00-1e6d-4ddc-b752-80985946eb11,0.376,4.0,4,1,2
95607,3266579e-45ff-4dd1-b750-8d2cdbe4f5fb,0.286,1.1,6,1,2
95608,1e68cfd3-d5e0-4542-9d46-54b50dbf60c1,0.225,58.5,6,1,2
95609,ecbfa707-76a4-4cfe-b81e-565c9b837360,0.191,1.0,7,0,2
95613,a4a4a269-9ce9-48fd-9518-90667e2f5916,0.298,12.3,5,1,2
95616,7e3ab2c7-558f-4879-bbc0-5a6982ce5615,0.187,109.0,6,1,2
95617,cd9e7dea-bad1-4150-8011-a85a97761078,0.422,4.7,6,1,2
95623,14b582de-5bb7-468e-9154-66747ecc6fcc,0.441,5.3,6,0,2
95625,a4641c80-db9c-4ea1-8c61-00109b107997,0.287,6.1,6,1,2
95626,8f74bc46-3683-4052-bab4-f3905b3c01eb,0.278,7.2,7,1,2
95629,26bab38f-8e31-4a1f-b199-0f270b545a00,0.118,160.4,8,1,2
95630,53fa3cd8-4422-4a13-adf4-5bbd5895adbe,0.404,9.9,9,0,2
95631,4458bde1-7e76-4057-8a9a-7ad1642f48e3,0.303,29.6,8,1,2
95632,69bcfe04-9197-41a8-bffd-8ca6aacb0e4e,0.444,12.1,5,1,2
95633,ea613372-7cc8-446e-9ca5-deadbeec0e5f,0.453,34.7,5,1,2
95637,8d2ef4ec-b6c6-463d-8b22-5512c5b7dfa4,0.255,4.2,4,0,2
95638,4607524c-19ee-45e0-8ceb-6f61f7c434f5,0.427,54.2,3,1,2
95639,56408fd0-69bb-4f44-a273-d01c2f6f6b3c,0.525,4.7,3,1,2
95640,9ac44e70-c66f-4d17-a680-65b630639a58,0.375,2.4,5,1,2
95641,e75a33d7-ee2b-419b-866c-0c272e036dd9,0.222,12.2,5,1,2
95642,f7920cf1-d0ca-409c-b9f6-eb31b7a07ba0,0.218,2.1,5,0,2
95643,949261fc-fd96-4077-8d24-99dfcee9f5a0,1.000,29.7,1,1,2
95644,8dd6cb95-604d-4935-a293-c4ae92078f9d,0.336,18.8,3,1,2
95647,63842b0b-c62c-4f1c-a1c4-5c4031878597,0.350,0.2,3,0,2
95650,183fb037-eefb-496a-8cbe-ffe77e29ef49,0.555,6.1,2,1,2
95656,54d3fe9f-323d-4e87-9594-caef24d49993,0.303,10.5,6,1,2
95657,84a5c9f4-0667-4d33-8009-4182cd80ec5f,0.197,4.7,8,1,2
95658,7549f2f9-47a0-45dd-88e6-6df9e2ea2103,0.358,3.2,4,0,2
95661,ed7ae5dd-8de6-454d-9c8d-87cfa630c098,1.000,113.9,1,1,2
95664,4ec96573-49c7-4ff8-9f8c-9b56b93eda89,0.182,27.1,8,1,2
95665,5c48a2d5-5dc8-402b-bbd9-3f3695648f01,0.179,4.7,6,1,2
95668,8c531540-a8f6-4c61-8c23-8075da2434d5,0.623,13.4,5,0,2
95671,859d5052-de58-4b4d-b93a-c896e727bb68,0.286,2.9,5,1,2
95674,bbf6f79b-b91a-46ec-9099-6c39de71be97,0.934,39.9,3,0,2
95675,b9747691-4f8a-431b-b47a-f8997e9ebb1d,0.719,198.8,3,1,2
95676,2e0b8e67-07e4-4154-88f6-23369f011742,0.163,8.4,8,0,2
95677,288f3615-f6e1-448b-a843-cfd15bd56062,0.492,0.3,3,1,2
95680,d9b4bfa5-18f7-4930-9bae-0959b31310ad,0.431,13.3,4,0,2
95681,d8eaae0a-7db3-4c2f-8018-ec38eb3b70cb,0.369,8.8,4,1,2
95684,0948e181-bab0-4b61-9da1-e17c370d68ba,0.513,2.3,2,1,2
95688,ea96db1d-ba6a-42e6-a3c9-2a31712a2940,0.263,22.6,6,1,2
95689,2a83d704-0d81-4be3-af35-201e560bcdae,0.258,9.0,5,1,2
95692,536b6a4c-e6e4-4f46-9941-2c2eefa465a7,0.155,1.0,7,1,2
95695,c0f6e6d8-ab03-47db-9cca-7352b0b89b34,0.516,12.5,2,1,2
95698,e5742e0c-b173-4b2a-88fc-3a8b293780ce,0.385,4.0,4,1,2
95699,25ab07ea-4191-453b-8b88-23e13fd877e4,0.408,2.1,3,1,2
95702,1f890de0-79ac-4cf3-b512-cbf3a833c143,0.545,68.0,2,1,2
95705,d6f823a6-619d-4103-8d74-083dfb3ad7dc,0.259,9.9,5,0,2
95708,8aa1cec8-4372-4914-9714-27ca0cc354f6,0.187,4.4,9,0,2
95709,8889b8fa-204b-4ddd-8dc0-7d2213bf391b,0.245,17.5,5,1,2
95712,d5a2a734-aca7-48e3-a610-136f21625015,0.236,47.2,6,1,2
95718,264f8d48-cea6-4d23-b406-00919ab4d008,0.957,26.7,5,1,2
95719,5f94f22f-d093-4930-b217-bc14df84d22e,0.060,529.1,4,1,2
95720,18772387-7da8-44cb-8bb0-22aca653f50f,0.271,278.2,4,0,2
95721,56f05147-4ace-4e03-92bc-fb724ffa8fc7,0.822,1.3,5,1,2
95722,7c3f8453-fa7b-48ce-875f-7af1b4219d3b,0.467,5.8,6,0,2
95723,a64419cb-f814-49c9-b882-c862c5b152f7,0.485,23.7,4,1,2
95724,08e220a3-0173-47ee-af3a-664c7b0c9f22,0.436,1.1,4,1,2
95727,f0b2c842-f55d-47ac-b659-63216396dc32,0.454,5.3,4,1,2
95730,2aef8353-9e9f-42e0-83a3-bccc00a56909,0.434,310.9,3,1,2
95731,db024e91-7002-4833-a858-6331896c18fb,0.271,4.6,9,1,2
95734,e267d49e-e411-465c-8ffb-b27f68c0d057,0.012,348.9,5,1,2
95735,1cb550f5-75fc-4919-a657-9a027d60b3bf,0.420,11.1,5,1,2
95736,a9694755-2483-459e-9322-be73bdde50e6,0.503,58.3,3,1,2
95739,c6c98859-1e9c-449e-ac86-0080d5146a4b,0.347,0.1,4,1,2
95740,2d673739-69c9-4f26-baa8-5894e157835b,0.352,2.4,3,1,2
95743,4c0e5c22-4a2b-40ad-a391-85acb9032081,0.572,1.1,2,1,2
95745,897d2e47-b1da-4547-b9aa-03e0cb4cc0ea,0.476,2.7,4,1,2
95746,05f29d26-f707-4cf9-b1e6-7cdffa43547d,0.705,5.0,4,1,2
95747,e5b693cf-c2c2-4200-95c6-ea1db0ed9b02,0.496,32.6,3,1,2
95748,98f3519a-fa55-492d-8e01-4245dcf43c93,0.329,0.8,4,1,2
95749,e75798e8-01a2-45d3-9384-5e19aa22d4e6,0.267,2.0,5,0,2
95750,60e4ea90-1dfd-434c-b174-b90622359059,0.653,13.1,2,1,2
95753,6254590e-8b52-4f36-a124-3e79c193cac0,0.154,167.2,3,1,2
95754,fe4f5256-2001-47ea-93aa-d75d565a092e,0.600,5.0,4,0,2
95755,24646a68-8729-42b6-8be8-c4e4855c4c3d,0.300,11.7,5,1,2
95763,87a8ce02-c793-48ce-953a-7374d140f9a2,0.330,32.3,3,1,2
95764,c8250a69-e62d-4dad-96d0-a90f1cd03456,0.342,3.7,3,1,2
95767,7a983201-9dee-4ae9-9984-a6eb6b6eef95,0.259,3.3,4,1,2
95768,8d14daa6-b78b-4a79-8607-6c4ea579ebcf,0.959,10.3,2,0,2
95771,d7f20d50-fcd7-4eb6-8fc4-79ce1b96c9c0,0.416,74.6,3,1,2
95772,573d3d86-854f-4053-ab86-8e03b118fe46,0.206,22.3,5,1,2
95775,c3a0d454-b2d0-455c-89cf-57fd630e5cd0,0.461,13.2,4,1,2
95778,6d17b628-a188-4f34-9b2d-39ab533c32b5,0.196,30.6,7,1,2
95779,24eabb8d-e5c2-4b00-9af3-f94fc302c6f9,0.168,4.5,8,1,2
95782,a29b9732-998d-474f-931d-81cfc26312b7,0.516,33.4,2,0,2
95785,9e43c67d-94a8-47c2-a422-bbb4f8f1723f,0.144,17.3,11,0,2
95786,68d43992-f8ef-4c97-a144-bab623b2193c,0.132,7.1,12,0,2
95787,ee0501e6-ad10-4876-a409-8e9652768ea0,0.231,16.0,5,1,2
95791,c48b278c-ea72-4e5c-967e-1df9e8c53052,0.341,4.2,3,1,2
95794,76595cda-6b34-47e1-b33d-1b673b3b2d6d,0.706,23.5,3,1,2
95795,9654deb9-1f0c-49f6-bbdb-47bd794284fb,0.349,17.5,3,1,2
95796,351fba68-53ce-452b-b0b8-855e17ed3fb3,0.205,1.2,6,1,2
95797,d967c739-56c9-45cd-a2f3-fbc3811419d9,0.431,13.1,4,0,2
95800,7158a711-1c7c-4a03-baf0-7f03e4d6c7c6,0.302,0.3,4,1,2
95804,8a063021-0ca6-47a7-af58-7f94f1d673ea,0.315,140.9,3,1,2
95805,f0171859-5bda-4ab8-8ea0-94bc9edfddb8,0.342,73.3,3,1,2
95806,cc302010-aa9d-40da-9849-c850f8366bfc,0.343,32.0,4,1,2
95807,3887db7d-40fa-4f3d-9b50-ce4da851d2f6,1.000,8.9,2,0,2
95811,2cfe81ae-9ad9-450d-a3e9-8b2336ea7325,0.292,24.7,6,1,2
95812,0c7b296e-3e74-409f-9c9c-03d15091a59e,0.538,8.3,7,1,2
95815,8f21ccff-35d6-4a34-8cdf-1e3d34029e07,0.410,56.5,6,1,2
95816,dfa9809f-dfa7-42de-8c9f-b0220ee1846d,0.307,106.0,4,1,2
95817,eb4803f5-a4aa-49d0-9fbd-2adf72a7fc7d,0.296,0.4,5,1,2
95819,3bd319b1-a12d-479e-9eb9-9675130c2bea,0.593,16.2,4,1,2
95820,ab16fe62-0089-4c65-acbd-d43f717b62c3,0.279,8.5,5,0,2
95821,93db87ef-92cd-47b7-a1d2-bc0c346a7ec5,0.253,7.6,4,1,2
95824,dfe59f54-b8a7-4b31-b585-68d0646cb56c,0.816,15.8,3,1,2
95825,f313721d-cc54-4f03-ae0d-ad749b9af071,0.474,50.5,3,0,2
95826,2c07c389-aedf-417f-be4e-0cafbf13a4d3,0.472,0.3,3,1,2
95831,87888531-00d8-49ae-b326-de17591d8581,0.037,435.0,3,1,2
95833,8438ef3e-e441-4f34-be90-0f4620f72097,0.347,5.1,3,1,2
95834,a9123a2d-d773-4e3b-9def-136cbcc6fa03,0.255,3.9,4,1,2
95835,d25ad126-6a7c-439b-95c2-70fb8804fb63,0.402,8.7,3,1,2
95836,a7b66728-60d4-4e29-a100-6bab10fb311c,1.000,3.1,2,1,2
95837,8a3351d4-a097-410a-b645-fc74150d7c9b,0.763,17.3,3,1,2
95838,2ee5cc2e-5465-4910-a44b-939c64e9db93,0.958,8.4,3,1,2
95839,d15afa3a-c2d8-4b49-b2b6-447915fdb01f,0.285,34.6,6,0,2
95840,ebcf4d4d-01b1-4578-a337-af31f3790a43,0.302,25.5,4,0,2
95841,29f80ab0-dedf-4763-8894-8b9722e7a647,0.448,6.0,5,0,2
95842,67620929-1077-46d5-bf8c-994c880cb77f,0.009,409.5,4,1,2
95844,ebfd5269-7764-4c3f-8e8b-626681142869,0.599,73.3,3,1,2
95845,0bb9244e-6263-4e8f-a69a-e61804b95383,0.375,5.2,7,1,2
95846,f8b433f2-e24e-4aa1-a218-6ce33e27b812,0.170,67.0,7,1,2
95847,4631714c-f337-4f4a-9c1c-b5acf10b2f8b,0.185,3.4,7,0,2
95848,338b70e9-168c-46e6-a311-2df5a6535aec,0.581,7.4,5,1,2
95849,0425c528-7034-4a1e-9913-af794c540edb,0.529,0.0,2,1,2
95850,b82f7512-4087-4d05-9074-c5ab2e59f3cb,0.306,2.8,4,0,2
95851,08c88831-ebdf-4a71-a511-6f4465907422,0.990,329.1,2,1,2
95852,1cdf8d38-4c78-4ece-8796-bd55ce71f4de,0.405,1.9,8,1,2
95853,057cd6ce-c0b3-4500-a4d3-e886405bdd82,0.338,0.7,6,1,2
95854,cddbeb43-64f5-4a07-8c1f-561dfb34d433,0.415,86.7,3,1,2
95855,b46199c6-a83f-4c96-9777-89c728a8bb2e,0.437,2.0,3,1,2
95857,43840294-323f-4ee6-89da-5bede75df787,0.182,1.6,7,0,2
95858,d1bb4a4c-77ea-409a-b203-1ce3cb5b95bc,0.544,5.9,2,1,2
95859,7b4ee46a-185c-4be2-bd9f-cd60f7fc3dc1,0.379,11.0,4,1,2
95860,e54b0255-3742-40f2-83a8-a981dc5f679a,0.267,3.3,5,0,2
95861,2fb47623-3710-47f5-9588-b414f6c1dc53,0.308,101.2,6,0,2
95862,72db7e78-c7e5-4465-bb1c-5c7690f92559,0.213,9.3,7,1,2
95863,93a5ad04-96d6-48ae-a450-25971e9a11ca,0.604,19.8,4,1,2
95864,947f1ae0-6cca-47d9-92ee-82d5244b6ada,0.289,12.1,6,1,2
95866,a352c52e-2b9c-4c33-bd2f-0e41e5ed9df1,0.207,27.2,5,1,2
95867,3fcac1dc-24d9-4d8e-a66a-6b84132cbc12,0.861,17.1,3,1,2
95868,59e77a2d-fdec-4710-bf40-a8ce609816e3,0.319,1.9,5,1,2
95869,ef73e1ac-7f9e-4243-b70b-680349819df4,0.915,9.8,4,1,2
95870,5c77713b-960f-497f-8656-2c3f43c9f79f,0.571,7.8,5,0,2
95871,508307e5-70a7-4428-b7e3-7a7a93be2b3a,0.350,9.4,5,1,2
95874,f20d109b-3185-47c2-9369-8cd5f0ae5b90,0.119,290.4,3,1,2
95878,29bd4d40-5afa-42ae-a9e7-a5399764b443,0.264,4.1,6,1,2
95883,2c23b98f-c2ad-4147-9bb0-02070158a13c,0.390,153.3,3,1,2
95884,56e47a75-fc88-4ad0-8a08-ed32553a9f18,0.555,93.5,3,0,2
95887,d2fa7eab-ef36-4e3a-8cec-fffa3c7dbd3f,0.506,25.3,2,1,2
95890,f747ce9e-6ec6-42d2-96a7-b220f55eb3ad,0.196,3.0,7,1,2
95893,ef7f0d79-9a3a-48d9-8544-5ef8e7b710db,0.394,4.2,3,0,2
95896,cf8f72fa-d26b-4fae-87d0-d6440f10eb6e,0.304,4.2,5,1,2
95897,fcaa7508-b781-4285-a693-e75cc99800d5,0.380,15.4,4,1,2
95900,b9c1e087-3713-4ee1-badb-eb8a3c21868c,0.347,36.1,3,0,2
95903,702fe2cf-2f21-49f1-a021-2952375a7621,0.901,3.7,4,1,2
95904,409d1366-691d-4843-bf7b-8705600b6348,0.827,14.1,4,0,2
95905,f7fa4ef9-0d15-4cc6-bc77-5503674896c1,0.497,116.4,2,1,2
95906,2bdaf668-a385-4fdd-8f7b-df1111e5701d,0.428,46.2,3,1,2
95907,7327c6b8-b4cf-4b73-9848-f2ccd180ab2c,0.340,12.2,6,0,2
95908,3431f879-eef3-4e97-a693-32e5219dc524,0.246,23.2,6,1,2
95909,4ed45b66-0185-4ca8-a4d7-5e7e6d82a31c,0.223,2.1,5,1,2
95912,88a1e133-d2d2-41e2-ab50-a3a9201d32bc,0.186,1.6,6,1,2
95915,675110eb-5399-4adb-a22f-1e7dee7dd758,0.500,3.4,2,1,2
95918,94500e45-bab9-432a-98b8-8413125db835,0.373,12.3,5,0,2
95920,0b105873-cda2-4b3a-b100-ff9d895d8353,0.425,23.0,4,1,2
95921,ce8a82f6-85f5-4b81-b8a4-19d50e8eec5e,0.760,10.8,3,0,2
95922,26c2775e-67c0-448e-b30f-4df4047c2d94,0.633,0.3,3,1,2
95924,0f97b3fd-b566-4ff4-ae53-02ef13a94f2e,0.308,5.4,5,0,2
95925,1eef4539-03d3-41b2-af59-6b823f36860d,0.334,15.6,4,0,2
95926,b1d6e72b-1b2f-4679-b0c2-3ce6be6c65c3,0.579,23.4,2,0,2
95927,b3fc54b2-1f47-43e9-af49-264d41eb266f,0.330,10.3,5,0,2
95928,3ed95a15-fbcf-4772-af98-842b7e8b7af5,0.817,201.6,4,0,2
95929,8a0fcbe4-d81f-4cbf-ab25-10974bdb807f,0.254,9.1,5,1,2
95930,ff851d66-4c68-484f-acdd-788f4343e3a9,0.258,11.9,4,1,2
95932,ffb6536e-5512-4678-b996-159a9264a62a,0.022,399.8,4,1,2
95933,8e03ce83-017a-45ee-b0bb-c9122352aeb1,0.833,17.1,4,1,2
95934,d61712fc-d3b6-43e0-9e0b-bbf37251b2fb,0.358,17.7,5,0,2
95935,0da990f1-e60c-4f07-a20d-5939e942fc6a,1.000,20.7,1,1,2
95936,835b1f99-c703-43e3-a2b6-09933b44a73b,0.254,19.0,4,1,2
95938,2672125d-197a-4049-87a9-3b8678ba547d,1.000,11.0,1,1,2
95939,12150546-a757-4cce-87be-7a0bef5fcc3e,0.492,13.3,4,1,2
95941,04d669cc-431c-488a-b17e-83a96fecb1ac,0.381,30.1,3,1,2
95943,964d2d50-f9ae-46d7-9686-20d4c042351f,0.416,1.3,3,0,2
95944,167feb0b-5b42-4502-82bf-792b220e569b,0.366,3.1,3,1,2
95945,3b8c2ed6-83ec-4947-9f6a-d662ff8997ec,0.377,4.3,3,0,2
95946,a7c3402c-1d83-45af-b044-5349a394f5fe,0.206,9.9,5,1,2
95947,ef723cc0-d94e-43f7-9ecf-b78d320fc48d,0.955,69.7,2,1,2
95948,844ca44a-b430-42f1-8d26-d78ece533f0f,0.496,79.6,2,1,2
95949,7b355337-6f37-4ac4-9d10-17b46c57f7a0,0.325,23.2,3,1,2
95950,e204a000-ccb7-4421-89f0-1a6ae7c1c32b,0.356,1.9,3,0,2
95952,d9430c15-0949-4424-8129-23679649c6bc,0.857,46.4,2,1,2
95953,f62142f7-627d-4e6f-b5bb-3514f827c742,0.754,20.6,2,1,2
95954,720be05b-2f64-4ede-af8f-44395b37315e,0.510,6.5,3,1,2
95955,0037405e-07e6-47dd-a7a9-80e070ce9de6,0.627,10.5,4,1,2
95956,e5835464-f37c-4a99-8dad-52b727a6bca4,0.285,17.1,5,1,2
95957,328d9f79-7cce-456e-91e0-95179b069a83,0.273,6.4,5,0,2
95959,0ea8dd0c-986e-48b7-93ee-4583c4912787,0.242,121.1,5,0,2
